code,count
5AGKV,100
5AGKW,100
5AGKX,100
5AHK1,100
5AHK2,100
5AHK3,100
5AHK4,100
5AHK5,100
5AHK6,100
5AHKS,100
5AHKT,100
5AHKU,100
5AHKV,100
5AHKW,100
5AHKX,100
5BFK1,100
5BFK2,100
5BFK3,100
5BFK4,100
5BFK5,100
5BFK6,100
5BFKS,100
5BFKT,100
5BFKU,100
5BFKV,100
5BFKW,100
5BFKX,100
5BGK1,100
5BGK2,100
5BGK3,100
5BGK4,100
5BGK5,100
5BGK6,100
5BGKS,100
5BGKT,100
5BGKU,100
5BGKV,100
5BGKW,100
5BGKX,100
5BHK1,100
5BHK2,100
5BHK3,100
5BHK4,100
5BHK5,100
5BHK6,100
5BHKS,100
5BHKT,100
5BHKU,100
5BHKV,100
5BHKW,100
5BHKX,100
5CFK1,100
5CFK2,100
5CFK3,100
5CFK4,100
5CFK5,100
5CFK6,100
5CFKS,100
5CFKT,100
5CFKU,100
5CFKV,100
5CFKW,100
5CFKX,100
5CGK1,100
5CGK2,100
5CGK3,100
5CGK4,100
5CGK5,100
5CGK6,100
5CGKS,100
5CGKT,100
5CGKU,100
5CGKV,100
5CGKW,100
5CGKX,100
5CHK1,100
5CHK2,100
5CHK3,100
5CHK4,100
5CHK5,100
5CHK6,100
5CHKS,100
5CHKT,100
5CHKU,100
5CHKV,100
5CHKW,100
5CHKX,100
